,labels,responses
3073,NOT_SARCASM,explains I'm 5.26 train work #frustrated
3074,NOT_SARCASM,presented ‘ winners'with certificates badges amazing Inverclyde groups working achieve great things #skillsforlife #scouts
3075,NOT_SARCASM,don't know keep
3076,NOT_SARCASM,#lucky things
3077,NOT_SARCASM,course strong cd ant & dec collection home
3078,NOT_SARCASM,sorry don't know hero's ask misplaced question saving
3079,NOT_SARCASM,Saiss missed taken side reason #awful #wwfc
3080,NOT_SARCASM,neurosis means total personality includes recognition responsibility #bad sides superior inferior functions ~ C G Jung CW 18 par 367
3081,NOT_SARCASM,sincere TY #XA #grateful
3082,NOT_SARCASM,wish good answer rate make playoffs Lions take division
3083,NOT_SARCASM,thank It's shared achievement Kudos #Canon #Camera #Photographer =
3084,NOT_SARCASM,l-o-v-e yapping Pack discounting downplaying
3085,NOT_SARCASM,told Mum I'd win someday
3086,NOT_SARCASM,yo i've couple days apparently ... #confused
3087,NOT_SARCASM,haven't haven't put situation heartedly hope changes moment pure helplessness terror breaks #belief #important #abuse
3088,NOT_SARCASM,Stay tuned explore new possibilities Marketing Multiverse #socialmedia #marketing #socialmediamarketing
3089,NOT_SARCASM,real mystery know microcosm macrocosm real mystery live happy Life
3090,NOT_SARCASM,Yes it's beautiful September lived Szabadság sq near American embassy Budapest
3091,NOT_SARCASM,LOOK #COUNTRYSTRONG SINGLE DEAR FRIEND
3092,NOT_SARCASM,#CHRIST #JESUS #prayer bring back Ezekiel 36:26 & Isaiah 53:5
3093,NOT_SARCASM,generations shall reap result Btw picture opening H & M store Mumbai
3094,NOT_SARCASM,Chilling NC Bout 3 Weeks GF Tiffany B-day Oct 20 Leaving Home Buffalo NY Tues Nite
3095,NOT_SARCASM,Sunday #fear soothes fear …
3096,NOT_SARCASM,relationships women pursuit happiness women talk shine Gold know stand I'm going find GOLD-PLATINUM baby I'll take heartbreak mistakes women
3097,NOT_SARCASM,gave eggs breakfast
3098,NOT_SARCASM,.. absolutely ppl apathetic politics R least educated & C stake s t hits fan ..
3099,NOT_SARCASM,#MSM pushing extreme #racist #hate divide done hurt
3100,NOT_SARCASM,Good guess sir movie prob hundred times noticed yesterday fun enjoy :) btw WAtching aloha tonight anniversary #elvis #aloha
3101,NOT_SARCASM,simply put #CHRIST #JESUS going today Ezekiel 36:26
3102,NOT_SARCASM,point there's reason you're screwing #everysingleday
3103,NOT_SARCASM,thanks guys Saturday 8: 25 Can't wait sit serial #DoctorWho guys rock
3104,NOT_SARCASM,#CHRIST #JESUS bring back Ezekiel 36:26 & Isaiah 53:5
3105,NOT_SARCASM,right dream world #worried #afraid
3106,NOT_SARCASM,Thanks great work Keep posted don't forget poke rest #community needed hope meet soon #FOSDEM Happy #Hacking
3107,NOT_SARCASM,tough interns work foundation coz don't paid
3108,NOT_SARCASM,#Christ #Jesus Spirit eternal delay dark light #pray transition soon
3109,NOT_SARCASM,Overflow Poetry Album Tube : SoundCloud : take journey Listen Overflow Subscribe #Poetry #Overflow #NancyLazaro
3110,NOT_SARCASM,Amazing different accents unique place Liverpool
3111,NOT_SARCASM,don't think odd begin personal anecdote interaction deceased It's started Whataburger Coke wife Oh yeah Bill died
3112,NOT_SARCASM,I've #loved show #long #time guys Good
3113,NOT_SARCASM,Thank adding wonderful list Michele-it's honour friends Wishing happy
3114,NOT_SARCASM,Omg adorable Nah tend needs noted princess
3115,NOT_SARCASM,children eating 2bags daughter stale checked date
3116,NOT_SARCASM,left Grumpy Traveler DIA ️ Assigned flight arrived time clean plane 2x #travel
3117,NOT_SARCASM,argue lack reality republicans demonstrate arguments completely I'm independent ignorance mind blowing dangerous #wakeupamerican
3118,NOT_SARCASM,world feels pain fear #positivity needed
3119,NOT_SARCASM,great Thanks #STEM make difference :)
3120,NOT_SARCASM,2004 : U Make Wanna 2005 : Belong 2006 : Say Somethin 2008 : Touch Body 2009 : Obsessed 2010 : Face 2011 : Oh Santa 2012 : Christmas 2013 : 2014 : You're Mine ( Eternal ) 2015 : Infinity 2016 : Christmas
3121,NOT_SARCASM,frustration truly justified followed long time given fair shot
3122,NOT_SARCASM,( disprove multivariate model management )
3123,NOT_SARCASM,spent $ 750 Men's Clinique Christmas I'm sure u female Congresswomen making $ 200 k afford buying
3124,NOT_SARCASM,#we #life push #human 1 living needed
3125,NOT_SARCASM,Yes didn't cost $ 13.000 friends Kids trip Doctor ER live Vagas #grateful
3126,NOT_SARCASM,say agree ( totally unbiased course ) ... btw told ending manage guess
3127,NOT_SARCASM,I'm loving work limit tim posession staff
3128,NOT_SARCASM,Btw voted bigoted KKK endorsed misogynist bragged abt assaulting women lies policies #hate
3129,NOT_SARCASM,Read guys tell think #TheExpanse #space #earth
3130,NOT_SARCASM,know sad Christmas it's way
3131,NOT_SARCASM,done sub Ox place Iwobi switched flanks Ramsey trying prove #awful
3132,NOT_SARCASM,know ppl installed video baby monitors display phones watch doggos work think #Furbo similar feature #wishlist
3133,NOT_SARCASM,Dammit dan right we're supposed pretend we're proper banter pal
3134,NOT_SARCASM,Um--he cheated taxes three decades got huge tax breaks ripped poor workers
3135,NOT_SARCASM,United division American way
3136,NOT_SARCASM,Mopcares ... ... voice SENIORS ... mopcareteam.com #mopcare #elderly #care service
3137,NOT_SARCASM,honestly people #hate #Trump pleasantly #surprised n r gonna
3138,NOT_SARCASM,Atheists casting judgement learned people despise .. sad sight say love believe God love heart scorn person wanting love loved Hate disease real
3139,NOT_SARCASM,Yes right #Prayer #CHRIST #JESUS going today
3140,NOT_SARCASM,make #Money #Worthless ; give #Worth make worth [ ] ; worth & exist forever & evermore
3141,NOT_SARCASM,clue knit
3142,NOT_SARCASM,Damn appreciate saying bringing #positivity world wide web time
3143,NOT_SARCASM,Thank praying simply put Prince Peace today going ... Ezekiel 36:26 #RECONCILIATION #PRAYER
3144,NOT_SARCASM,generated new code new Sim gets activated
3145,NOT_SARCASM,Perfect Thank Yes super early
3146,NOT_SARCASM,#God brought #Jesus heart today #prayer son Ezekiel 36:26
3147,NOT_SARCASM,#happynewyear2020 Joseph ️ #ThankYou Warmest #Gratitude Superb yr n
3148,NOT_SARCASM,think upset loss soul mate #Patriots set back feel bad Kraft needs bring back #pride
3149,NOT_SARCASM,Cut slack he's probably #stressed #election
3150,NOT_SARCASM,… know what's going customers--that what's working isn't--listen employees 2/2 #management
3151,NOT_SARCASM,Ha guy yes it's true began talking 10 months #color
3152,NOT_SARCASM,agreed total #sellout options evidence rigged primary
3153,NOT_SARCASM,wisdom #God offer today going ... Ezekiel 36:26 #PRAYER
3154,NOT_SARCASM,Plus hair makeup didn't show #newmom
3155,NOT_SARCASM,Oh ... didnt know yeah that's ya look
3156,NOT_SARCASM,reached past respond back near #God intervenes heart softened forever going Ezekiel 36:26 #RECONCILIATION #PRAYER
3157,NOT_SARCASM,#monstervote = #fear #attack shuts Factor
3158,NOT_SARCASM,mai toh issme hi khus hu seconds promo perfectly #care #respect
3159,NOT_SARCASM,ideas ideas
3160,NOT_SARCASM,Sincerely appreciate words helped contribute betterment competed professionally esports setting standard performance improvement physical training & self care influenced better
3161,NOT_SARCASM,didn't end I'm afraid made things
3162,NOT_SARCASM,know hope Laz feeling #purrs sending
3163,NOT_SARCASM,Glad gotten opportunity work amazing people journey .. heartfelt thanks love & support .. #peace #Harmony #bands
3164,NOT_SARCASM,night #JPM20 #Tweetup meet : person #gift : John Connolly Young Guk Cho Thanks
3165,NOT_SARCASM,I've heard stories people cities SHOCKED scared meet race
3166,NOT_SARCASM,Thank mention Shenae I'll add tweethearts hump
3167,NOT_SARCASM,half country idea WTF calling um wait later I've mind
3168,NOT_SARCASM,#grateful encouragement friend <3
3169,NOT_SARCASM,war creates men Agbada lead sect war itcomplicated
3170,NOT_SARCASM,publication issue
3171,NOT_SARCASM,#TimWalker finally say visit exhibition appreciate huge contribution made Shona Heath work words ..
3172,NOT_SARCASM,Benefits : Antioxidants properties anti-inflammatory properties supports digestion antimalarial properties enhances red blood cells formation #plants #fruits #food
3173,NOT_SARCASM,thirteen three hundred sixty five Barcelona sack Ernesto Valverde appoint Quique Setien CLICK ---> > > #mmandmp_pro #retweet #rt
3174,NOT_SARCASM,entire #onceGOP putting nefarious oath protect defend donald #overandabove ... miles ... Oath protect defend Constitution #truth
3175,NOT_SARCASM,chyle speaking Joy wanted #receipts oh did say #TheView
3176,NOT_SARCASM,leading : detailed model clathrin-mediated endocytosis : cryo-ET
3177,NOT_SARCASM,Ursula thanks bless #MindsetReset #Smile Lovely blue colour blue peace colour water plus living things planet dependent Plus ring bell #BluePlanet .. brief blue glued
3178,NOT_SARCASM,knower Truth shame insult experienced perishable real born Bliss Cosmic consciousness eternal lives blissfully
3179,NOT_SARCASM,Hi youngest brightest nine Jiheon I'd love come Jihoney Fun World know super fun main track I'll 26 sounds fun
3180,NOT_SARCASM,Thank Sue Yes Brilliant joint effort Lucky enjoying cooler temps Dreamy safe stay warm Xxx
3181,NOT_SARCASM,Thank celebrating non-alcoholic cider luck chipping x
3182,NOT_SARCASM,Ha guy yes it's true began talking 10 months #color
3183,NOT_SARCASM,Lol yeah don't people watch tape folks you'll he's
3184,NOT_SARCASM,please explain dropping BURGERS try living life getting syndrome Q
3185,NOT_SARCASM,loved ( love ) hearing progression older joke worked ... evolved ... Man miss Mitch #impeccabletiming #whathappenedtothedufranes #smackythefrog
3186,NOT_SARCASM,beautiful words early morning shows extreme feelings special love loyal Rude behaviors innocent needed words love return left sad true
3187,NOT_SARCASM,Scholar student open-minded knowledge success Gentle ... don't believe turn
3188,NOT_SARCASM,Iraq condemned did ready kick
3189,NOT_SARCASM,inspiration 2020 : voice #kindness ears #compassion hands #charity mind ️ heart
3190,NOT_SARCASM,thirteen three hundred sixty five Love Island ratings dip winter series launch CLICK ---> > > #mmandmp_pro #retweet #rt
3191,NOT_SARCASM,Love bhai #SalmanKhan Bhai please remove BiggBoss house #ShehaazGill don't show attitude bhai world respect #SalmanKhan talking shehaaz showing attitude reason World King Trillions hearts fans bhai
3192,NOT_SARCASM,... ending expert level hate probably exactly running cover
3193,NOT_SARCASM,love City ️ Growing Philly awesome fond memories childhood present know it's cliché place home ️ Come visit #Philadelphia #Historic
3194,NOT_SARCASM,Enjoy fam 60 James incredible team fun man enjoy
3195,NOT_SARCASM,demo Great job taking extra step data make better decisions drive key actions behaviors improve metrics matter agency #smart #AI #machinelearning
3196,NOT_SARCASM,trek attracted sea humanity come large numbers muzukuru ( patriotic ) call appropriate name
3197,NOT_SARCASM,strongly believe diverse n having constant change pressure n coming creative moves played game platform keeping n maintaining content delivery reaction action occurs.Keeps toes #Growth #activeshooter
3198,NOT_SARCASM,19-24 July 2020 Yets e g #Foodie #Heaven #Copenhagen visit lab Possible
3199,NOT_SARCASM,Yes sir please post post .. please take share copy paste time line whatsapp Facebook i'm spread love motivation monopolize #SpreadLove #post #motivation
3200,NOT_SARCASM,embody powerful #universe #ThinkBIGSundayWithMarsha
3201,NOT_SARCASM,Think Aarti's needed story told camera BB13 house news family #respect
3202,NOT_SARCASM,understand invested years relationships life means love restart #life cant
3203,NOT_SARCASM,Today take time remember say thank Thank sacrifice Thank soldier #armedforcesremembranceday #soldiers #sacrifice
3204,NOT_SARCASM,Canadian trivia FIL physician lobby banning smoking Canadian aircraft Clearly successfully did smoking cessation hypnosis Aaaand back Crown
3205,NOT_SARCASM,Yeah right know saying time saying & journey plan having #TIME work ... 24 hours
3206,NOT_SARCASM,Oh yesss hardworking duly elected win
3207,NOT_SARCASM,GAGE LEGEND ... hates loves time ... ️
3208,NOT_SARCASM,#wow say isn't .. Russian Interference Clinton Foundation bought paid .. name #LIGHT
3209,NOT_SARCASM,... ending expert level hate probably exactly running cover
3210,NOT_SARCASM,care embrace embraces LOVE piss simple Game Humans forgot play Q
3211,NOT_SARCASM,... #crazy #tired #life
3212,NOT_SARCASM,walk mic mouth you're sick harmonies say there's sound sing won't sing super lame harmony I'll harmony way ... problem solved #MakeYoSeff
3213,NOT_SARCASM,Thank Beloved Heather #ShabbatShalom #Blessings dear achoti ️
3214,NOT_SARCASM,#McCain shark broadly viewed #virtuous shark #Lindsey took patina apex shark find Lindsey fish hovering newest shark sea Lindsey real draw power — he's found ...
3215,NOT_SARCASM,You'd probably engagement weren't laughably wrong decides troll sell ppv hour
3216,NOT_SARCASM,definitely hate won't make service plan giving huge hug ️ #RIPAllan
3217,NOT_SARCASM,Hmmm fast Marriage means t linking 2 families sharing joys trials & tribulations Plus boasting rights .. ah moyo aka inlaw New culture language distance & reciprocal acceptance fear race se #GenX global
3218,NOT_SARCASM,Means Matter Gender Control Sorry Experienced Fallout Jon It's Time Got Speed True Meaning Equality : #Respect #Truth Matter
3219,NOT_SARCASM,Enter Chance Win big bit ly2JrrJxR #PCH WINNER #PRIZE NBCnews April 26th WIN $ 7000 00 LIFE HOPE WIN $ 7000 00 LIFE YES win yes give high five yes
3220,NOT_SARCASM,Chennai Bangalore Ooty ADOPT dog cat know please shall enable Today good change animal's life #adopt #adoptdontshop #adoptdontbuy
3221,NOT_SARCASM,improve ability forecast changing environmental threats continually improve climate modelling predictions #QUESTION = True state = abundant evidence available
3222,NOT_SARCASM,did u lucky wish Crystal put Damn girl
3223,NOT_SARCASM,#BestOfBothWorlds great time comic fan #Marvel #DC
3224,NOT_SARCASM,thirteen three hundred sixty five Australia bushfires : Carrots dropped helicopters feed wallabies CLICK ---> > > #mmandmp_pro #retweet #rt
3225,NOT_SARCASM,gotta love 8 million followers know new dish it's unimportant order they'll remember adore particular favourite dish visit classicly quiet January #ifyoubuildittheywillcome #touché
3226,NOT_SARCASM,Thank Likewise 41 years ago two countries allies practically bestfriends Iranians regime change alternative leader #RezaPahlavi God bless America #peace #humanity
3227,NOT_SARCASM,Fresh Rain Australia Fresh Rain Australia .. Fresh Rain Australia .. Fresh Rain Australia .. Fresh Rain Australia .. mty name Jesus Christ aamen .. #SaturdayMotivation #SaturdayVibes #Saturday
3228,NOT_SARCASM,Spoonie Sister ... I'll Back
3229,NOT_SARCASM,can't wait hear rest cast ️
3230,NOT_SARCASM,CAN'T WAIT KNOW GOING
3231,NOT_SARCASM,you're saying world climate exactly it's millions years
3232,NOT_SARCASM,cousin piece trade
3233,NOT_SARCASM,time Malaysia part life treasure forever people wonderful experienced caring nurturing culture wanted hug Reading Twitter bios people tweet makes back
3234,NOT_SARCASM,Thank clarification gathered port call exhausted remember slogans banded pre #EURef2016 #takingbackcontrol brexiteers know ECHR overrule UK law
3235,NOT_SARCASM,Thank SJ I'll add recent RT'ers pinned tweet appreciate support
3236,NOT_SARCASM,love receive blessing Amazing $ RachelW 143 #Blessings
3237,NOT_SARCASM,Yeaah class contrast members LOL #meganandharry
3238,NOT_SARCASM,I'm Welsh Government rolling #PrEP NHS Wales They're setting real standard governments surely follow 󠁧 󠁢 󠁷 󠁬 󠁳 󠁿
3239,NOT_SARCASM,Thank Beloved Heather #ShabbatShalom #Blessings dear achoti ️
3240,NOT_SARCASM,Great start increasing #choice customers
3241,NOT_SARCASM,Thank keeping prayers #God bless light #God's heart continue guide forever going Ezekiel 36:26 #PRAYER
3242,NOT_SARCASM,great pleasure privilege work
3243,NOT_SARCASM,half country idea WTF calling um wait later I've mind
3244,NOT_SARCASM,think upset loss soul mate #Patriots set back feel bad Kraft needs bring back #pride
3245,NOT_SARCASM,Yes thank friends family ️ #RenewAnneWithAnE #AnneWithAnE #Netflix
3246,NOT_SARCASM,Thanks suggestions start looking soon finish current reads
3247,NOT_SARCASM,RUenjoying #FEECTING information elite sex slave network
3248,NOT_SARCASM,Joking time incident made lose hair hospital anorexia nearly suicidal called porn star public certainly make #person can't think time joked know
3249,NOT_SARCASM,LOL took test worried parking returned DMV lot crowded turned lot beautiful empty parking spot right did turn wheel pulled right
3250,NOT_SARCASM,Alberta taxpayer I'm cost business higher Alberta Family physicians work hard care patients respond support health #harmreduction
3251,NOT_SARCASM,disappointed wrote great article ( say ) re Muirfield Edition 35 look best editorially month #ladyfriendlygolf
3252,NOT_SARCASM,guard mouths tongues keep calamity ( Pr 21:23 NIV ) #grace
3253,NOT_SARCASM,better things order lovely ladies ... I'm comin atcha Friday ️
3254,NOT_SARCASM,start focusing today thinking tomorrow begin small thing everyday #feel #congratulate #WednesdayWisdom
3255,NOT_SARCASM,Exactly eye eye love island gutted
3256,NOT_SARCASM,#God given given naught ability aught
3257,NOT_SARCASM,Lock Haven born Hershey #Pennsylvania #HomeSweetHome stuff #Philly Steak PA wonderful course s
3258,NOT_SARCASM,Echoing grateful Michelle life ; brought wish super 2020 #happynewyear
3259,NOT_SARCASM,Yeah Stephen Jones classed please pure entertainment stance
3260,NOT_SARCASM,pair ... hint yellow Swiss lens pretty expensive eye fatigue Love won't going back
3261,NOT_SARCASM,Dylan politely ask normal accept #BREXIT ... ps cut bleed working class
3262,NOT_SARCASM,Created 2 #create time create creates #Dresscode Style 2me extension ones #personality personal self vibes Vision & Trend tune 2the rhythm born
3263,NOT_SARCASM,#TOO SIS KATHY
3264,NOT_SARCASM,Y'all able likes make sure content
3265,NOT_SARCASM,Robin needs help believes dropping bombs 8 years straight okay help attention buy Puppy Dog stay bed got covered eyes Q
3266,NOT_SARCASM,source Joy lives heart connect overcome pain hurt Wish Joy
3267,NOT_SARCASM,Honestly LAW can't #talent #beauty
3268,NOT_SARCASM,house call attention didn't drive think that's place sale women approached real estate agent wanted exchange houses did odd transaction
3269,NOT_SARCASM,True .. Love love Love love Love hate Love hate Love love back love back LOVE Heard back & loved #WednesdayThoughts
3270,NOT_SARCASM,love #PinkPanther show awesome back
3271,NOT_SARCASM,Look cute kitty met summer :) #kitty #summer
3272,NOT_SARCASM,#sweetest ️ Yes ️ ️ ️ ️ ️ make ️ ️ ️ ️ ️ ️
3273,NOT_SARCASM,u trade 3 years balloon payment Ending taking cheaper car
3274,NOT_SARCASM,Say hi Cal Cal barely old Cal owner surrounded ten cops earlier told move originally alleyway moved sidewalk getting banished alley #puppy
3275,NOT_SARCASM,ate 3/4 kilo tortilla Manchego caramalized red peppers
3276,NOT_SARCASM,Thank Guetty putting #AwesomeList #AwesomeFriends wish
3277,NOT_SARCASM,#CBT therapy #CAMHS did help Child's #SchoolPhobia & took 2 yrs medication School ANXIETY left School 2 main GCSEs she's V happy work age 16 college Grafter & independent Im
3278,NOT_SARCASM,say evil ways wicked world & say YES #God good will.May sincere #God's heart & today going ... Ezek 36:26 #PRAYER
3279,NOT_SARCASM,Absolutely sensational Danielle professional love Danielle #talented favourite
3280,NOT_SARCASM,thought dipping ‍ ️
3281,NOT_SARCASM,Thank Find Guide tell life
3282,NOT_SARCASM,Haha Thanks appreciate daughter She's good role mod mine
3283,NOT_SARCASM,heh yeah watch Messiah Netflix #edgeofyourseat #MessiahNetflix
3284,NOT_SARCASM,Yeah gsp prime wreck necessary
3285,NOT_SARCASM,Congress party Hindus Muslims Christians Jews Sikhs Parsis party created leaders workers voters come religion #IamCongress &
3286,NOT_SARCASM,walk back dark alley hope I'll hear call know know don't #Lonely
3287,NOT_SARCASM,#please #demonstrate #success Im sure find essentially
3288,NOT_SARCASM,getting # 1
3289,NOT_SARCASM,act human bonding extinguish hatred darkness soul #Violence #Peace #Hatred
3290,NOT_SARCASM,world give beating evidence vulnerable hospitals & institutions who're assaulted sworn & humiliated finest doctors nurses #Christ #Jesus give #love-a Spirit eternal Ezekiel 36:26
3291,NOT_SARCASM,God ... #FATHER #JESUSCHRIST SITS GOD
3292,NOT_SARCASM,beautiful dearest Arina meaningful words Thank sharing friend #kindness #gratitude
3293,NOT_SARCASM,Lost #poetry #book Things Happen Available #poetrycommunity
3294,NOT_SARCASM,3/3 haters #Resist missing loving epic POTUS lifetimes Relax AMAZING #MSM lied made hysterical Look It's proud happy
3295,NOT_SARCASM,Hmmm fast Marriage means t linking 2 families sharing joys trials & tribulations Plus boasting rights .. ah moyo aka inlaw New culture language distance & reciprocal acceptance fear race se #GenX global
3296,NOT_SARCASM,Bardot finally did got Fierce suspended prodigious Twitter findom police enforcement calling
3297,NOT_SARCASM,I've preordered deluxe edition deliver great albums
3298,NOT_SARCASM,Elon probably 1/500 M people Bezos probably 1/50 M That's difference
3299,NOT_SARCASM,Here's ticket #COOL-20200108-360991 24 hours feedback today
3300,NOT_SARCASM,come back Nah Bro travel #XDirection got #BigEndian #Obesity F'd Line 1Bullet Fire death America March NoInterMarry based Percentile
3301,NOT_SARCASM,gave family stood ( wishes ) ... #MuchRespect
3302,NOT_SARCASM,#Shalom appreciate kindness graciousness dearest achi Gian Thank making feel welcome true #blessing days life gets way #so
3303,NOT_SARCASM,isn't intellectual statements helpful half isn't found present world look I'm clever ... pats head awww #adorable
3304,NOT_SARCASM,Oh honey beautiful greetings Ahuvi blessed beautiful Shabbat #WE #Coffee
3305,NOT_SARCASM,#IKR doubts sex questions illegal status #USA #WhiteHouse Lets forget languages speaks & huge brain It'd funny weren't tragic 4 USA
3306,NOT_SARCASM,Release endorphins listen new album
3307,NOT_SARCASM,Thanks sharing Let's make #2020 #MagicalLearning
3308,NOT_SARCASM,interest arguments goes : Jamila able writer ground reading provided arrive conclusion logically generalizable well-read ( good ) writer
3309,NOT_SARCASM,made feed family 7 come #fireroastedtomatoes
3310,NOT_SARCASM,Lock Haven born Hershey #Pennsylvania #HomeSweetHome stuff Steak PA wonderful course s
3311,NOT_SARCASM,Forgot Mexicans Sorry Aunt Rosa Yes Peeps Yo Hablmas Espanol y Engles Good Bad Race Color Creed
3312,NOT_SARCASM,Fir talks #progressive #fair n ... Mahs regressive lot rn show Atleast RVs don't wash hands daughter ASAP hey Mishti ki toh bidaai v nhi hogi ... That's breaking stereotypes guess
3313,NOT_SARCASM,Yes kittens adorable fearless Hope you're having #blessed #Shalom dearest achoti Beth ️
3314,NOT_SARCASM,I've actually washed lot It's taken got
3315,NOT_SARCASM,source Joy lives heart connect overcome pain hurt Wish Joy
3316,NOT_SARCASM,Oh god realised name anagram love President Trump guessed
3317,NOT_SARCASM,Thank Here's folks I'm passing
3318,NOT_SARCASM,Omg freaking awesome you'll flying 2023 Talk happiness .. truly situation
3319,NOT_SARCASM,Jack confident performer clear delivered brilliant lines swagger humour Impressive stuff #amazingchildren #makingmemories
3320,NOT_SARCASM,#Add : #avoided replying directly : She's good following lot overall #few meaning ( poorly delivered ) antifeminist ️ Signs ️ ️ Avoid dmging followers
3321,NOT_SARCASM,told close family it's label
3322,NOT_SARCASM,Omg adorable Nah tend needs noted princess
3323,NOT_SARCASM,Phone : 01707 876 191 private viewing enquires #wedding #happyday #bride
3324,NOT_SARCASM,improve ability forecast changing environmental threats continually improve climate modelling predictions #QUESTION = True state = abundant evidence available
3325,NOT_SARCASM,beautiful gesture bad news celebrate goodness kindness folk Dave #admiration #respect
3326,NOT_SARCASM,think sleep dined Virginia Woolf #capetown #food #travel ( pic Beef Fillet Stroganoff )
3327,NOT_SARCASM,Reckon guy Head Creative
3328,NOT_SARCASM,Strength pure Souls
3329,NOT_SARCASM,tweeted Western world looking Chinese Characteristics seriously biased Western-centric mind-set & view seriously underestimating potential & power & # bad part Chinese Characteristics today
3330,NOT_SARCASM,#Uplifting find books authors ability reach hearts minds rare exceptions author connects reader religion spirituality Reviewer
3331,NOT_SARCASM,#TempoMajorityFixed wanted deny presupposition ture #NbclMaclTheory #TempoMajority Integrity Austerity
3332,NOT_SARCASM,Oh references image based Good luck #ffxiv #artcommission #artgiveaway
3333,NOT_SARCASM,did single girls
3334,NOT_SARCASM,talk Melania fix bs campaign full
3335,NOT_SARCASM,I'm going start #pimpmynatarchivecard consortium dating site insatiable researchers documents folks pop Kew chat history coffee ️ ️
3336,NOT_SARCASM,Thank I've stunned £ 39 time figure £ 39 reviewed
3337,NOT_SARCASM,tweet hashtags #PowerPoint
3338,NOT_SARCASM,Atheists casting judgement learned people despise .. sad sight say love believe God love heart scorn person wanting love loved Hate disease real
3339,NOT_SARCASM,#writing give enormous waves pleasure actually therapeutic offers over-filled brain release feel free lose character's stories lives #escapism #life
3340,NOT_SARCASM,countries aren't communist & defeated ISIS & Al Qaeda
3341,NOT_SARCASM,definitely hate won't make service plan giving huge hug ️ #RIPAllan
3342,NOT_SARCASM,DEMning leaders = diversity strength intelligence #SF #ca12 #NYC
3343,NOT_SARCASM,caps say goodbye open containers love
3344,NOT_SARCASM,second Patricia actually teared pure joy & pride going amazing nation & world ... 1st lady Melania continues LIGHT JOY America awe focus & determination
3345,NOT_SARCASM,#AsimRaiz gang Creeps Shukla
3346,NOT_SARCASM,don't know baseball know living overpriced town overrun people pretenders stop supporting thought & Maia
3347,NOT_SARCASM,Bless brother honor duty ... team amazing experiencers savants & healers & PSI practitioners students training partner partner crime beginning help free
3348,NOT_SARCASM,Thank keep sharing truly matters #WorldPeace strong
3349,NOT_SARCASM,simply put #CHRIST #JESUS #HOPE going today
3350,NOT_SARCASM,missed weekly ISIS attacks o er globe Obama #london #paris #belgium Parliament Markets ...
3351,NOT_SARCASM,Eleven three hundred sixty five CES 2020 : Samsung's invisible keyboard smartphones Click full story ---> #mmandmp_pro #retweet #rt
3352,NOT_SARCASM,Yes focus fair trial ( witnesses docs ) look new evidence ... Senate GOP pay price election don't hear evidence take seriously oath #She
3353,NOT_SARCASM,thought apply words Keanu Reeves epitome human decency Tulsi Yang add mix #Tulsi2020 #Yang2020 #KeanuReeves
3354,NOT_SARCASM,called Britney song complete rip drag Britney's fake blond clip tresses nearest court plagiarism win rare unique songs person claims written thief & LIAR
3355,NOT_SARCASM,Thankyou ️ fantastic team nurses doctors worked hard maintain accreditation #nurses
3356,NOT_SARCASM,takes women conference bring change
3357,NOT_SARCASM,hope you'll remember 10 years
3358,NOT_SARCASM,contradictions #Bible OT & NT people claim #Christian adhere quote OT verses ( law ) #Christ came fulfill NT Christ's New Commandment easier & harder obey
3359,NOT_SARCASM,Fabulous night filled sweet peaceful dreams dear friends Sleep leave worries Remember tomorrow wonderful #peace #prayers
3360,NOT_SARCASM,#wow say isn't .. Russian Interference Clinton Foundation bought paid .. name #LIGHT #openyoureyes
3361,NOT_SARCASM,Tweet LOVE soplease profile STOP lying war head better sorted B4 Tweeitn BS carry send Hot Chocolate Blankets
3362,NOT_SARCASM,Paul McCartney successful composer fact #legend #Macca
3363,NOT_SARCASM,bloke England request album
3364,NOT_SARCASM,Hi friend Julie coffe way late Asia
3365,NOT_SARCASM,Thank thinking Lily wish
3366,NOT_SARCASM,sure foundation course doctor Acupuncture Oriental medicine w 6 years Oriental medical school belt 3 decades professional teaching experience aware learning process done #Peace Sherry
3367,NOT_SARCASM,Thanks reply means lot don't miss youtube videos helped understand political science philosophy deeper level explain complex theories history making difficult grasp True Teacher
3368,NOT_SARCASM,Thank dear Elka test difficult part life John hope #life #fuckC
3369,NOT_SARCASM,#world shower #birthday feel
3370,NOT_SARCASM,Thank Coach Cap tought lot I'm forever grateful.Will come soon Don't good
3371,NOT_SARCASM,change voted party that's power 9 years
3372,NOT_SARCASM,Yes ask coffee
3373,NOT_SARCASM,she's v annoying naturally peter likes #TheBachelor
3374,NOT_SARCASM,Let's hear teacher completed CFG workshops Holy Family Primary School part 3 3 part series #GiveTheGiftOfConversation #JDFoundation #JMMB
3375,NOT_SARCASM,Dylan politely ask normal accept #BREXIT ... ps cut bleed working class
3376,NOT_SARCASM,simply best Family Twitter Created thanks great powerful message Know Worth #FAMILY
3377,NOT_SARCASM,️ Thanks hope New holds #happiness
3378,NOT_SARCASM,Def Remix Bringing Heartbreaker Dave Navarro Someday Dave Navarro Make Happen Giving Life Dreamlover Remix Sweetheart Baby Remix End Time Believe Home Belong
3379,NOT_SARCASM,I'm glad thinking thing dollar uses ... I'd Bernie Rich
3380,NOT_SARCASM,Thank putting #AwesomeList Shenae I'm bit tweets wish
